brand_name,brand_freq,snowdrop_name,address_norm,country,city,website,website_match,target,calculated_weights,split
PrimeCorp,2,PrimeCorp Outlet,9978 First St,France,Toulouse,www.primecorp.fr,0.932,verified,1.886,TRAIN
HP,15,HP Online,614 Oak Ave,UK,Manchester,,0.815,not_verified,1.558,TRAIN
Pro Fashion,6,Pro Fashion Outlet,4513 First St,Canada,Calgary,www.profashion.de,0.871,verified,1.69,VALIDATE
Zara,23,Zara Direct,,USA,New York,www.zara.net,0.91,verified,0.828,TRAIN
Smart Home,9,Smart-Home,2357 Second Ave,Australia,Melbourne,www.smarthome.de,0.881,verified,1.334,TRAIN
Max Beauty,3,Max Beauty Online,9973 Market St,Germany,Cologne,www.maxbeauty.com,0.967,not_verified,1.704,TRAIN
Elite Music,12,Elite Music Market,6582 Main St,UK,Bristol,www.elitemusic.fr,0.963,verified,1.446,TRAIN
GlobalHub,2,GlobalHub,6485 Park Rd,USA,,www.globalhub.org,0.922,verified,2.472,TRAIN
Google,15,Google Direct,3893 Main St,Germany,Stuttgart,www.google.fr,0.875,verified,1.233,TRAIN
UniqueShop017,1,UniqueShop017 Official,7786 Park Rd,USA,Phoenix,www.uniqueshop017.de,0.851,verified,2.858,VALIDATE
DigitalHub,2,DigitalHub Official,6103 Main St,Australia,Melbourne,www.digitalhub.com,0.821,verified,1.693,TRAIN
Ford,24,Ford Direct,5536 Hill Rd,Germany,Cologne,www.ford.org,0.871,verified,0.919,VALIDATE
Coca-Cola,30,Coca-Cola,4966 Park Rd,Australia,Brisbane,www.coca-cola.co.uk,0.883,verified,0.989,VALIDATE
Spotify,18,Quality Spotify,4594 Hill Rd,Canada,Vancouver,,0.0,verified,1.133,TRAIN
Netflix,26,Netflix Market,8055 Hill Rd,Australia,Gold Coast,www.netflix.com,0.935,verified,1.176,TRAIN
Pepsi,34,Pepsi,,USA,Philadelphia,www.pepsi.net,0.932,verified,1.195,TRAIN
Spotify,18,Spotify Market,3735 Oak Ave,France,Nice,www.spotify.de,0.814,verified,1.143,TRAIN
Pepsi,34,Pepsi,4924 Market St,USA,Chicago,www.pepsi.com,0.879,verified,0.984,TRAIN
Elite Travel,8,Elite Travel Outlet,7260 Hill Rd,Germany,Stuttgart,www.elitetravel.org,0.836,verified,1.787,VALIDATE
Sony,19,Sony Direct,5258 Park Rd,Canada,Vancouver,www.sony.org,0.831,verified,1.077,TEST
TechLtd,3,TechLtd Direct,6829 Second Ave,Canada,Toronto,www.techltd.net,0.965,not_verified,1.782,TRAIN
Spotify,18,Spotify Online,1463 Oak Ave,Australia,Melbourne,www.spotify.de,0.808,verified,1.031,TRAIN
Oracle,21,Oracle,,USA,Los Angeles,www.oracle.org,0.884,verified,1.11,TRAIN
Spotify,18,Top Spotify,,Australia,Perth,www.spotify.org,0.834,verified,1.374,TEST
Prime Music,6,Prime Music Outlet,7238 Oak Ave,Canada,Toronto,,0.0,not_verified,1.343,TRAIN
Samsung,27,Samsung Shop,6672 Market St,UK,Birmingham,www.samsung.org,0.976,verified,1.113,VALIDATE
Prime Auto,9,Prime Auto,7938 Hill Rd,France,Paris,www.primeauto.com,0.911,verified,1.61,TRAIN
Global Fashion,7,Premium Global Fashion,8463 Hill Rd,Germany,Munich,www.globalfashion.fr,0.846,not_verified,1.346,TRAIN
MaxLab,2,MaxLab Online,6127 Hill Rd,USA,New York,,0.0,not_verified,1.977,TRAIN
Pepsi,34,Premium Pepsi,921 Second Ave,France,Nantes,www.pepsi.com,0.9,verified,1.155,TRAIN
UniqueShop020,1,UniqueShop020 Shop,2605 Main St,Germany,Stuttgart,,0.0,not_verified,2.336,TRAIN
Global Home,4,Global Home Outlet,5098 Market St,France,Lyon,www.globalhome.de,0.946,verified,2.427,TEST
Elite Food,3,Elite Food Direct,8304 First St,Canada,Toronto,www.elitefood.net,0.992,not_verified,2.009,TEST
GlobalInc,2,GlobalInc Outlet,2223 Hill Rd,UK,Manchester,www.globalinc.de,0.844,verified,1.779,TRAIN
Tech Food,4,Tech Food Online,8590 Second Ave,Germany,Berlin,www.techfood.fr,0.977,not_verified,1.643,TRAIN
GlobalWorks,2,GlobalWorks Outlet,475 Oak Ave,Australia,Adelaide,www.globalworks.net,0.987,verified,1.783,TRAIN
Global Auto,6,Quality Global Auto,3159 Hill Rd,Canada,Edmonton,www.globalauto.fr,0.983,verified,1.324,TRAIN
Netflix,26,Netflix Direct,3289 Hill Rd,USA,New York,www.netflix.co.uk,0.927,not_verified,0.822,TEST
EliteSolutions,3,EliteSolutions Official,,Canada,Edmonton,www.elitesolutions.org,0.926,verified,1.583,TRAIN
Oracle,21,Oracle Market,945 Oak Ave,UK,Bristol,,0.0,verified,0.976,VALIDATE
Spotify,18,Spotify Market,542 First St,France,Paris,www.spotify.net,0.881,verified,1.207,TEST
Zara,23,Zara Market,829 Park Rd,UK,Glasgow,www.zara.org,0.95,verified,0.835,TRAIN
Prime Auto,9,Best Prime Auto,3263 Park Rd,UK,Birmingham,www.primeauto.fr,0.906,verified,1.773,TRAIN
Apple,26,Apple Direct,6036 Hill Rd,France,,,0.0,not_verified,0.934,TRAIN
Prime Auto,9,Prime Auto Shop,7606 Second Ave,Canada,Calgary,www.primeauto.net,0.935,verified,1.728,TRAIN
TechLab,1,TechLab,6504 Market St,Australia,Melbourne,www.techlab.co.uk,0.886,verified,2.811,TRAIN
Elite Music,12,Elite Music Market,2030 Market St,USA,Philadelphia,www.elitemusic.net,0.946,not_verified,1.073,TRAIN
Digital Books,15,Digital Books Shop,501 Oak Ave,Germany,Hamburg,,0.0,verified,1.769,TRAIN
Apple,26,Top Apple,6103 First St,Australia,Melbourne,www.apple.de,0.965,verified,0.806,TRAIN
Starbucks,20,Original Starbucks,9733 First St,Canada,Toronto,,0.0,verified,1.36,VALIDATE
Microsoft,18,Microsoft,,Germany,,www.microsoft.com,0.829,verified,1.587,TRAIN
Digital Beauty,10,Digital Beauty,,Germany,Frankfurt,www.digitalbeauty.org,0.967,not_verified,1.23,TRAIN
McDonald's,18,McDonald's Store,2910 Hill Rd,Canada,Ottawa,www.mcdonalds.com,0.908,verified,1.427,TRAIN
Spotify,18,Spotify,7776 Second Ave,Australia,Perth,www.spotify.net,0.969,verified,1.135,VALIDATE
MaxInc,3,MaxInc,9034 Park Rd,UK,Liverpool,www.maxinc.de,0.886,not_verified,2.353,TRAIN
Target,13,Quality Target,5641 Oak Ave,UK,Liverpool,www.target.net,0.876,verified,1.483,VALIDATE
Samsung,27,Samsung Shop,4238 Market St,Canada,Montreal,www.samsung.co.uk,0.983,verified,1.018,TRAIN
Ultra Home,8,Ultra Home Outlet,1481 Park Rd,Australia,Perth,www.ultrahome.co.uk,0.85,verified,1.412,TRAIN
Netflix,26,Netflix Store,450 First St,Canada,Ottawa,www.netflix.co.uk,0.969,not_verified,1.045,TRAIN
UltraInc,2,UltraInc Shop,814 Oak Ave,France,Lyon,www.ultrainc.net,0.897,verified,2.272,TRAIN
Samsung,27,Samsung,9376 Hill Rd,USA,Phoenix,,0.0,verified,0.954,TEST
Dell,18,Dell Outlet,,UK,Glasgow,www.dell.fr,0.903,verified,1.345,TRAIN
UniqueShop071,1,UniqueShop071,3512 Hill Rd,Canada,Montreal,,0.0,not_verified,2.484,TRAIN
Super Auto,6,Super Auto Market,,France,Marseille,www.superauto.co.uk,0.862,not_verified,1.461,TRAIN
Oracle,21,Oracle Direct,,Germany,Berlin,www.oracle.fr,0.915,verified,1.124,TRAIN
Netflix,26,Netflix,3627 Market St,Australia,,www.netflix.fr,0.865,verified,0.89,TRAIN
Smart Travel,3,Smart Travel Market,3689 Market St,Germany,Stuttgart,www.smarttravel.net,0.808,verified,1.761,TRAIN
Coca-Cola,30,Coca-Cola Market,3388 Park Rd,UK,London,www.coca-cola.net,0.854,verified,1.059,TRAIN
Samsung,27,Samsung,6710 Second Ave,France,Marseille,www.samsung.de,0.801,verified,0.978,VALIDATE
Spotify,18,Spotify,329 Hill Rd,France,Lyon,www.spotify.fr,0.996,not_verified,1.457,TRAIN
Global Food,8,Global Food Online,146 First St,Canada,Edmonton,www.globalfood.org,0.993,not_verified,1.112,TRAIN
Global Fashion,7,Global Fashion,,USA,Philadelphia,,0.0,not_verified,1.694,TRAIN
Ultra Home,8,Ultra Home,2168 Market St,France,Toulouse,www.ultrahome.com,0.879,verified,1.574,TRAIN
Apple,26,Apple Official,2838 Second Ave,UK,Liverpool,www.apple.fr,0.946,verified,0.837,VALIDATE
Samsung,27,Samsung Official,139 Oak Ave,Australia,Perth,www.samsung.org,0.869,verified,0.958,TRAIN
SmartZone,2,SmartZone,4136 Second Ave,France,Lyon,www.smartzone.com,0.934,not_verified,1.744,TRAIN
Spotify,18,Top Spotify,,France,Marseille,www.spotify.com,0.961,not_verified,1.767,TRAIN
Puma,15,Puma Online,5005 Market St,Canada,Calgary,,0.0,verified,1.278,VALIDATE
McDonald's,18,McDonald's Shop,,Australia,Brisbane,www.mcdonalds.net,0.989,verified,1.773,VALIDATE
Global Music,6,Global Music Store,6169 Hill Rd,USA,New York,www.globalmusic.co.uk,0.88,verified,1.257,TRAIN
Apple,26,Apple Store,5714 First St,France,Nantes,www.apple.co.uk,0.957,verified,1.075,VALIDATE
Toyota,20,Toyota,4129 Oak Ave,USA,New York,www.toyota.co.uk,0.853,verified,1.589,TRAIN
SmartWorks,1,Best SmartWorks,7647 Park Rd,UK,,www.smartworks.org,0.998,verified,2.049,TRAIN
Digital Books,15,Digital Books Outlet,8531 Hill Rd,USA,Los Angeles,,0.0,verified,1.283,TRAIN
DigitalWorks,5,DigitalWorks Outlet,6507 Second Ave,USA,Houston,www.digitalworks.co.uk,0.805,verified,1.991,TRAIN
Google,15,Google Official,1677 Main St,UK,London,,0.921,verified,1.154,TEST
Starbucks,20,Authentic Starbucks,8381 Market St,USA,Phoenix,,0.0,verified,1.78,TRAIN
Google,15,Google Direct,6132 Second Ave,Australia,Perth,www.google.de,0.932,verified,1.356,TRAIN
Spotify,18,Spotify Official,9729 Second Ave,Australia,Perth,www.spotify.net,0.938,verified,1.787,TRAIN
DigitalSystems,3,DigitalSystems Online,4632 Park Rd,France,Nice,www.digitalsystems.co.uk,0.824,verified,2.181,TEST
EliteLtd,2,EliteLtd Store,1772 First St,Australia,Adelaide,www.eliteltd.fr,0.988,not_verified,2.107,TRAIN
Digital Books,15,Digital Books Direct,1046 Park Rd,Canada,Toronto,,0.0,verified,1.541,TRAIN
Oracle,21,Oracle Online,4530 Market St,Canada,Vancouver,www.oracle.fr,0.836,verified,1.038,VALIDATE
Smart Home,9,Smart-Home,5328 Hill Rd,France,Nantes,,0.0,not_verified,1.169,TEST
Zara,23,Zara Outlet,4537 Park Rd,USA,New York,www.zara.co.uk,0.925,verified,0.812,TEST
UniqueShop054,1,UniqueShop054 Outlet,4896 Oak Ave,UK,Bristol,,0.0,not_verified,2.46,TRAIN
Pepsi,34,Pepsi Official,2457 Second Ave,Germany,Berlin,www.pepsi.co.uk,0.845,verified,0.854,TRAIN
Pepsi,34,Pepsi Store,3938 Main St,Germany,Stuttgart,www.pepsi.org,0.861,not_verified,0.829,TRAIN
UniqueShop002,1,UniqueShop002,9831 First St,USA,Chicago,www.uniqueshop002.net,0.909,verified,2.348,TRAIN
Zara,23,Zara Store,,France,Nantes,www.zara.de,0.883,verified,1.018,VALIDATE
H&M,13,H&M Online,5237 Market St,Germany,Hamburg,www.h&m.co.uk,0.832,verified,1.232,TRAIN
Apple,26,Apple Online,2293 Market St,Australia,Sydney,www.apple.com,0.834,verified,0.885,TRAIN
Walmart,5,Walmart Online,,France,Marseille,www.walmart.org,0.884,verified,2.204,VALIDATE
Digital Beauty,10,Digital Beauty Market,418 Market St,France,Paris,www.digitalbeauty.co.uk,0.951,verified,1.293,TRAIN
PrimeHub,4,PrimeHub,8149 Park Rd,Australia,Sydney,www.primehub.co.uk,0.98,verified,2.476,TEST
Nike,31,Nike,4251 First St,Canada,Toronto,www.nike.fr,0.817,not_verified,1.12,TRAIN
Ultra Music,2,Original Ultra Music,6629 First St,UK,Liverpool,www.ultramusic.org,0.879,verified,1.568,TEST
Digital Books,15,DigitalBooks,579 Second Ave,USA,New York,www.digitalbooks.de,0.82,verified,1.213,TRAIN
Zara,23,Zara Store,9373 Hill Rd,Australia,Melbourne,www.zara.fr,0.803,verified,1.111,TRAIN
UniqueShop057,1,UniqueShop057 Market,3112 Park Rd,France,Toulouse,www.uniqueshop057.com,0.932,not_verified,2.845,TEST
Digital Beauty,10,Digital Beauty Online,3644 Market St,UK,Manchester,,0.0,verified,1.55,TEST
Global Music,6,Global Music Direct,8760 Market St,France,Nantes,,0.0,verified,1.049,TEST
Toyota,20,Toyota Store,7795 Market St,UK,Liverpool,www.toyota.com,0.92,verified,1.008,TRAIN
Pepsi,34,Pepsi,,Australia,Melbourne,www.pepsi.de,0.833,verified,0.932,TRAIN
Microsoft,18,Microsoft Outlet,5874 Second Ave,France,Nantes,,0.0,not_verified,1.613,TRAIN
Digital Travel,12,DigitalTravel,4919 Hill Rd,France,Toulouse,www.digitaltravel.fr,0.847,verified,1.649,TEST
Pro Health,8,Pro Health Market,2786 Hill Rd,Australia,Sydney,www.prohealth.org,0.805,verified,1.357,TRAIN
BMW,5,BMW Official,,Australia,Adelaide,www.bmw.co.uk,0.967,not_verified,2.193,TRAIN
Ford,24,Ford,9147 Oak Ave,Canada,Edmonton,www.ford.de,0.995,not_verified,0.89,VALIDATE
Prime Food,6,Prime Food Store,4814 Main St,Germany,Stuttgart,,0.0,not_verified,1.488,TRAIN
Digital Music,3,Original Digital Music,7714 Oak Ave,Australia,Perth,www.digitalmusic.fr,0.827,not_verified,1.656,VALIDATE
Global Food,8,Global Food Official,4238 Market St,USA,Los Angeles,www.globalfood.org,0.846,not_verified,1.455,TRAIN
H&M,13,H&M,9160 Hill Rd,UK,Liverpool,www.h&m.org,0.974,verified,1.38,TRAIN
Elite Health,5,Elite Health Shop,3000 Market St,Germany,Frankfurt,,0.985,verified,2.079,TRAIN
SuperSolutions,1,SuperSolutions Direct,5500 Market St,Canada,Edmonton,www.supersolutions.org,0.884,not_verified,2.569,TRAIN
Tech Home,6,The Tech Home,1464 Oak Ave,UK,Liverpool,www.techhome.com,0.81,verified,1.415,TRAIN
Sony,19,Sony Outlet,5821 Oak Ave,France,Toulouse,www.sony.org,0.808,verified,1.186,TRAIN
Nike,31,Nike Shop,5032 First St,Canada,Montreal,www.nike.fr,0.915,verified,0.924,TRAIN
Apple,26,Apple,5429 Park Rd,France,Marseille,www.apple.de,0.879,verified,1.002,TRAIN
Elite Travel,8,Elite Travel Online,4270 Second Ave,Canada,Calgary,www.elitetravel.co.uk,0.806,verified,1.206,TRAIN
Global Home,4,Global Home Store,4818 First St,Australia,Perth,,0.0,not_verified,1.633,TRAIN
Sony,19,Sony Official,1930 First St,Australia,Brisbane,,0.0,not_verified,1.694,TRAIN
Global Auto,6,Global Auto Shop,880 Hill Rd,France,Lyon,www.globalauto.co.uk,0.917,not_verified,1.085,TRAIN
Max Beauty,3,Top Max Beauty,,France,Nice,www.maxbeauty.fr,0.802,not_verified,2.308,TRAIN
Toyota,20,Toyota Outlet,,UK,Glasgow,www.toyota.fr,0.957,verified,1.091,TRAIN
GlobalLtd,4,GlobalLtd Online,9562 Second Ave,France,Nantes,www.globalltd.net,0.861,not_verified,2.334,TRAIN
SmartInc,2,SmartInc Direct,1167 First St,Canada,Montreal,www.smartinc.fr,0.808,verified,2.146,TRAIN
Intel,12,Intel Online,3188 Second Ave,Germany,Cologne,www.intel.fr,0.918,verified,1.423,VALIDATE
Amazon,13,Authentic Amazon,1964 Hill Rd,Germany,Berlin,www.amazon.de,0.88,verified,1.511,TRAIN
SuperLab,2,SuperLab Shop,6254 Second Ave,Australia,Sydney,www.superlab.net,0.995,verified,1.935,VALIDATE
Coca-Cola,30,Coca-Cola Store,4889 First St,Canada,Ottawa,,0.0,verified,1.018,TRAIN
UniqueShop069,1,UniqueShop069 Direct,886 Hill Rd,USA,Phoenix,www.uniqueshop069.de,0.909,verified,2.692,TRAIN
SuperInc,2,SuperInc,2471 Oak Ave,UK,Birmingham,www.superinc.org,0.855,not_verified,1.663,TRAIN
Zara,23,Zara Store,3282 Park Rd,USA,Chicago,www.zara.fr,0.942,verified,0.858,TRAIN
SuperHub,6,Quality SuperHub,6705 Second Ave,UK,Manchester,www.superhub.fr,0.854,not_verified,1.423,TRAIN
Digital Fashion,8,Digital Fashion Outlet,7497 Oak Ave,Canada,Toronto,www.digitalfashion.net,0.981,verified,1.085,TRAIN
Starbucks,20,Starbucks Store,5184 Hill Rd,Australia,Brisbane,www.starbucks.org,0.875,verified,1.694,TEST
Ford,24,Ford Direct,2955 Hill Rd,France,Nice,,0.0,not_verified,1.05,VALIDATE
UltraLtd,7,UltraLtd,1325 First St,France,Nice,www.ultraltd.de,0.91,verified,1.09,TRAIN
DigitalSolutions,1,DigitalSolutions Online,5450 Market St,France,Lyon,www.digitalsolutions.com,0.81,verified,2.257,TRAIN
UltraCorp,5,UltraCorp Direct,2898 Park Rd,USA,New York,,0.0,verified,1.76,TRAIN
HP,15,HP,951 Main St,Germany,Hamburg,,0.0,verified,1.754,TRAIN
Apple,26,Apple Official,7407 Park Rd,UK,Manchester,www.apple.fr,0.885,verified,1.134,TRAIN
UniqueShop086,1,UniqueShop086 Market,3431 Hill Rd,Canada,Montreal,,0.0,not_verified,2.113,TRAIN
Ford,24,Ford Market,2763 Second Ave,France,Lyon,www.ford.com,0.966,verified,0.91,TRAIN
UniqueShop040,1,UniqueShop040 Outlet,2596 First St,UK,,www.uniqueshop040.com,0.961,not_verified,2.341,TEST
Samsung,27,Samsung Direct,1443 Oak Ave,Canada,Toronto,www.samsung.com,0.845,not_verified,0.905,TRAIN
Elite Food,3,Top Elite Food,7106 Market St,France,Toulouse,www.elitefood.co.uk,0.845,verified,2.431,TRAIN
Google,15,Google Online,7036 First St,France,Lyon,www.google.com,0.963,verified,1.557,TRAIN
Adobe,21,Quality Adobe,7030 First St,Australia,Sydney,www.adobe.de,0.986,verified,1.135,TRAIN
UniqueShop093,1,UniqueShop093 Shop,6281 Main St,Australia,Brisbane,,0.0,not_verified,2.976,TEST
Netflix,26,Netflix Online,619 Second Ave,Germany,Munich,www.netflix.com,0.819,verified,1.129,TEST
H&M,13,H&M Store,3268 Market St,Germany,Stuttgart,www.h&m.fr,0.89,verified,1.518,TRAIN
Coca-Cola,30,Coca-Cola,6113 Main St,Australia,Adelaide,www.coca-cola.co.uk,0.867,verified,1.06,TEST
DigitalLab,1,DigitalLab Official,5280 Hill Rd,USA,Phoenix,www.digitallab.org,0.974,not_verified,2.912,TRAIN
Coca-Cola,30,Coca-Cola Outlet,8701 Oak Ave,Australia,Brisbane,www.coca-cola.net,0.817,verified,0.816,TEST
MaxSolutions,1,MaxSolutions Store,294 Market St,USA,Philadelphia,,0.0,not_verified,2.826,TRAIN
Prime Home,3,Prime Home Store,68 Market St,France,Toulouse,,0.0,not_verified,1.959,TEST
Pepsi,34,Pepsi Official,4077 Oak Ave,USA,New York,www.pepsi.fr,0.842,verified,0.971,TRAIN
Netflix,26,Best Netflix,5642 Park Rd,Canada,Montreal,www.netflix.org,0.95,verified,1.171,VALIDATE
GlobalLtd,4,Quality GlobalLtd,2113 Main St,Germany,Cologne,,0.0,not_verified,1.812,VALIDATE
H&M,13,H&M Shop,,USA,Los Angeles,www.h&m.org,0.81,verified,1.053,TRAIN
UniqueShop099,1,UniqueShop099 Online,6285 Second Ave,Australia,Gold Coast,www.uniqueshop099.net,0.899,not_verified,2.36,TRAIN
ProSolutions,2,ProSolutions,9645 Park Rd,France,Paris,www.prosolutions.com,0.888,verified,1.855,TRAIN
UniqueShop089,1,UniqueShop089,2737 Main St,Australia,Gold Coast,www.uniqueshop089.com,0.867,not_verified,2.662,VALIDATE
Apple,26,Apple Store,750 Park Rd,Germany,Berlin,,0.0,not_verified,0.907,TRAIN
Pepsi,34,The Pepsi,4765 First St,Canada,Ottawa,www.pepsi.de,0.879,verified,0.85,TRAIN
EliteWorks,2,EliteWorks,8525 Second Ave,USA,Chicago,www.eliteworks.com,0.906,not_verified,1.54,TRAIN
Prime Food,6,Prime Food Official,8588 Park Rd,France,Nice,www.primefood.com,0.832,verified,1.696,TEST
Digital Books,15,Digital-Books,7106 Market St,UK,Birmingham,www.digitalbooks.de,0.914,not_verified,1.359,TRAIN
Nike,31,Nike Direct,2193 Park Rd,France,Nantes,,0.0,verified,0.831,TRAIN
Coca-Cola,30,Coca-Cola,8032 Park Rd,UK,Manchester,www.coca-cola.fr,0.961,verified,1.129,TRAIN
TechHub,2,TechHub Store,3088 Oak Ave,USA,Philadelphia,www.techhub.net,0.952,verified,1.921,TEST
SuperSystems,2,SuperSystems Shop,6610 Main St,Australia,Perth,www.supersystems.de,0.831,not_verified,2.377,TEST
Pro Home,5,The Pro Home,,Germany,Frankfurt,www.prohome.fr,0.83,verified,2.051,TRAIN
Samsung,27,Samsung Shop,3743 Oak Ave,France,Nice,www.samsung.com,0.854,verified,0.841,TRAIN
Nike,31,Nike Online,2150 Oak Ave,USA,Los Angeles,www.nike.fr,0.872,not_verified,1.128,TRAIN
UniqueShop039,1,UniqueShop039,360 Second Ave,Germany,Hamburg,www.uniqueshop039.com,0.882,not_verified,2.049,TRAIN
Puma,15,Top Puma,8268 Oak Ave,Germany,Munich,www.puma.com,0.936,verified,1.35,VALIDATE
Ford,24,Ford,,UK,Birmingham,www.ford.de,0.811,verified,1.019,TRAIN
Adobe,21,Adobe Online,2018 Park Rd,USA,Houston,www.adobe.net,0.807,verified,1.103,VALIDATE
Digital Beauty,10,The Digital Beauty,613 First St,France,Nantes,www.digitalbeauty.co.uk,0.878,verified,1.149,TRAIN
Elite Music,12,Elite Music,4191 Hill Rd,USA,Phoenix,,0.0,verified,1.147,TRAIN
Ford,24,Ford Store,,Germany,Hamburg,www.ford.fr,0.939,verified,1.035,TRAIN
Smart Beauty,6,Smart Beauty Direct,797 Second Ave,USA,Houston,www.smartbeauty.fr,0.839,not_verified,1.014,TRAIN
Max Travel,5,Max Travel Store,786 Market St,France,Toulouse,www.maxtravel.de,0.928,verified,2.073,TRAIN
Starbucks,20,Starbucks Direct,1772 Market St,Australia,Melbourne,www.starbucks.net,0.852,verified,1.261,TRAIN
Tech Books,4,Tech Books Online,324 Main St,UK,Glasgow,www.techbooks.com,0.977,verified,2.096,TRAIN
Mercedes,17,The Mercedes,1898 First St,France,Lyon,www.mercedes.fr,0.979,verified,1.021,TRAIN
Intel,12,Intel Official,7280 First St,Germany,Cologne,www.intel.net,0.859,verified,1.501,TRAIN
Netflix,26,Netflix Online,2025 Second Ave,Australia,Adelaide,www.netflix.org,0.846,verified,1.097,TRAIN
UniqueShop083,1,Quality UniqueShop083,4141 First St,UK,Liverpool,www.uniqueshop083.org,0.882,not_verified,2.206,TRAIN
Netflix,26,Netflix Store,2509 Oak Ave,France,Nantes,www.netflix.co.uk,0.848,verified,0.85,VALIDATE
Elite Music,12,Elite_Music,153 Park Rd,France,Lyon,www.elitemusic.fr,0.934,verified,1.541,TRAIN
PrimeLab,2,PrimeLab Outlet,6896 Market St,UK,London,www.primelab.com,0.965,not_verified,2.463,TEST
Sony,19,Sony Shop,1655 Market St,Canada,Calgary,,0.935,verified,1.147,TRAIN
UniqueShop022,1,Original UniqueShop022,8525 Park Rd,Canada,Edmonton,www.uniqueshop022.co.uk,0.965,verified,2.813,TRAIN
UltraSolutions,3,UltraSolutions,9923 Market St,France,Paris,www.ultrasolutions.org,0.879,verified,2.118,TRAIN
Digital Fashion,8,DigitalFashion,2248 First St,USA,Philadelphia,www.digitalfashion.co.uk,0.831,not_verified,1.563,TRAIN
Prime Auto,9,Best Prime Auto,1719 Second Ave,Germany,Cologne,www.primeauto.fr,0.948,not_verified,1.045,TEST
Toyota,20,Premium Toyota,1929 Park Rd,Canada,Montreal,,0.0,not_verified,1.681,TRAIN
Elite Travel,8,Elite Travel Official,1868 Hill Rd,UK,Birmingham,www.elitetravel.fr,0.872,verified,1.512,TRAIN
TechLtd,3,TechLtd Official,1742 First St,Canada,Ottawa,www.techltd.org,0.934,verified,2.458,TRAIN
UltraSystems,1,UltraSystems,3255 Second Ave,Australia,Sydney,www.ultrasystems.org,0.854,verified,2.58,TRAIN
McDonald's,18,Best McDonald's,3273 Hill Rd,Canada,Vancouver,,0.0,verified,1.57,TRAIN
Ford,24,Ford Store,4309 Hill Rd,Canada,Ottawa,www.ford.net,0.816,verified,0.894,VALIDATE
Intel,12,Best Intel,8572 Oak Ave,Germany,Frankfurt,www.intel.com,0.999,verified,1.732,TRAIN
Global Fashion,7,Global Fashion Online,5865 Market St,UK,Glasgow,,0.0,verified,1.115,TRAIN
ProSolutions,2,ProSolutions Official,6714 Park Rd,USA,Los Angeles,www.prosolutions.org,0.831,not_verified,2.001,TRAIN
H&M,13,H&M Online,2628 Main St,UK,Bristol,www.h&m.com,0.998,not_verified,1.117,TRAIN
Coca-Cola,30,Coca-Cola Official,8981 First St,Canada,Vancouver,,0.0,verified,0.893,VALIDATE
Pepsi,34,Pepsi Market,3403 Market St,Australia,Sydney,www.pepsi.co.uk,0.995,verified,1.073,TRAIN
ProZone,3,ProZone Store,7876 Park Rd,USA,Philadelphia,www.prozone.co.uk,0.959,verified,2.255,TRAIN
Prime Home,3,Prime Home Direct,3843 Main St,USA,Los Angeles,www.primehome.org,0.932,verified,1.948,TRAIN
McDonald's,18,Premium McDonald's,,France,Lyon,www.mcdonalds.com,0.916,verified,1.787,TEST
Zara,23,Zara Outlet,209 Market St,Canada,Toronto,,0.0,verified,0.918,TEST
Mercedes,17,Mercedes Market,1459 Main St,Canada,Edmonton,,0.0,verified,1.452,TRAIN
Global Food,8,Global Food Outlet,9407 Market St,USA,Chicago,,0.0,verified,1.732,TRAIN
Apple,26,Apple,8096 Oak Ave,Germany,Cologne,,0.0,verified,1.158,TRAIN
UltraCorp,5,UltraCorp Store,1476 Hill Rd,USA,Chicago,www.ultracorp.org,0.973,verified,2.157,TRAIN
Adobe,21,Adobe Shop,8384 Main St,UK,Bristol,www.adobe.org,0.858,not_verified,0.867,TRAIN
Coca-Cola,30,Coca-Cola,1660 Park Rd,France,Lyon,www.coca-cola.net,0.894,not_verified,0.981,TRAIN
Google,15,Google,3788 First St,UK,Liverpool,www.google.co.uk,0.924,not_verified,1.541,TRAIN
Starbucks,20,Starbucks Online,4851 Park Rd,France,Marseille,,0.0,verified,1.151,TEST
Google,15,Google Direct,,France,Toulouse,www.google.com,0.882,verified,1.074,VALIDATE
Google,15,Authentic Google,,France,Nantes,,0.885,verified,1.084,TRAIN
ProZone,3,ProZone,1636 Hill Rd,UK,Bristol,www.prozone.net,0.866,verified,2.296,TRAIN
Apple,26,Apple Online,2863 Hill Rd,Australia,Gold Coast,www.apple.de,0.913,verified,0.852,TRAIN
GlobalGroup,1,GlobalGroup Direct,647 Hill Rd,USA,Houston,www.globalgroup.co.uk,0.97,not_verified,2.197,TRAIN
Zara,23,Zara Market,4761 Park Rd,France,Nantes,www.zara.net,0.84,verified,0.867,TEST
Microsoft,18,Microsoft Direct,5124 First St,France,,www.microsoft.fr,0.987,not_verified,1.657,VALIDATE
Pepsi,34,Pepsi Online,1899 Main St,Canada,Vancouver,www.pepsi.co.uk,0.938,verified,1.062,TEST
DigitalLtd,3,DigitalLtd Shop,752 Main St,USA,Chicago,www.digitalltd.com,0.965,verified,2.177,VALIDATE
Zara,23,Premium Zara,2268 Market St,UK,Bristol,www.zara.net,0.911,verified,1.051,TRAIN
Digital Travel,12,Digital Travel Direct,2794 Park Rd,France,Marseille,www.digitaltravel.de,0.956,verified,1.031,VALIDATE
